Cod de produto;Nome do produto;Preço de venda 1;Preço de venda 2
108117;CJ BABY GIJO 2873ML SUE PL APLIC ZEBRA GORR AZUL/M;77,02;77,02
108116;CJ BABY GIJO 2873ML SUE PL APLIC ZEBRA GORR AZUL/M;77,02;77,02
108115;CJ BABY GIJO 2870ML SUE PL APLIC PRINC GORR BEGE/A;77,02;77,02
108114;CJ BABY GIJO 2870ML SUE PL APLIC PRINC GOR BRANCO/;77,02;77,02
108113;CHUPETA NUK INFINITY GIRL CLEAN S1 0A6 SIL ROSA NE;35,46;35,46
108112;CHUPETA NUK 100 SILICONE GIRL S1 ROSA;36,87;36,87
108111;CASACO DIN DON 1805 MNO RET CAPUZ BORD COELHO BEGE;101,07;101,07
108110;CALCA BABY GIJO 2167 JE LY MNO ESC SUSPENSORIO JEA;85,66;85,66
108109;BONECA LA TOY PRINCESA BELA ADORMECIDA;17,45;17,45
108108;BONECA LA TOY PRINCESA ARIEL;17,45;17,45
108107;BONECA LA TOY PRINC BRANCA DE NEVE;17,45;17,45
108106;BOLSA BABY GIJO COROA VERNIZ BRANCO U;153,91;153,91
108105;BODY BEST CLUB MC SUED BASICO 3PCS BEGE/MESCLA/CHU;80,91;80,91
108104;BODY BEST CLUB 33300012ML SUE COLOR COR BRANCO/MES;80,91;80,91
108103;BODY BEST CLUB 33300012ML SUE COLOR COR BRANCO/MES;80,91;80,91
108102;BODY BEST CLUB 33300012ML SUE COLOR CO BRANCO/MESC;80,91;80,91
108101;BODY BEST CLUB 33300010ML SUE COROA 3P OFF WHITE/R;74,64;74,64
108100;BODY BEST CLUB 33300010ML SUE COROA 3P OFF WHITE/R;74,65;74,65
108099;BODY BEST CLUB 33300010ML SUE COROA 3P OFF WHITE/R;74,65;74,65
108098;BODY BEST CLUB 33300010ML SUE COROA 3 OFF WHITE/RO;74,65;74,65
108097;BODY BEST CLUB 33300010ML SUE COROA 3 BRANCO/BRANC;74,65;74,65
108096;BODY BEST CLUB 33300010ML SUE COROA BRANCO/BRANCO/;74,65;74,65
108095;BLUSA COLOR MINI 36124 ML UNICORN STR BARR BAB ROS;30,62;30,62
108094;BLUSA COLOR MINI 36124 ML UNICORN STR BARR BAB OFF;30,6;30,6
108093;BLUSA COLOR MINI 36124 ML UNICORN STR BARR BAB BRA;30,62;30,62
108092;MACAQUINHO EST INSETINHOS ESTAMPA 16+;282,82;282,82
108091;MACAQUINHO EST INSETINHOS ESTAMPA 16;282,82;282,82
108090;MACAQUINHO EST INSETINHOS ESTAMPA 14;282,82;282,82
108089;BLUSA CIGANINHA LASTEX PRETO 16+;154,03;154,03
108088;BLUSA CIGANINHA LASTEX PRETO 16;154,03;154,03
108087;BLUSA CIGANINHA LASTEX PRETO 14;154,03;154,03
108086;BLUSA CIGANINHA LASTEX VERDE RELVA 16+;154,03;154,03
108085;BLUSA CIGANINHA LASTEX VERDE RELVA 16;154,03;154,03
108084;BLUSA CIGANINHA LASTEX VERDE RELVA 14;154,03;154,03
108083;BLUSA EST WIND ESTAMPA 16+;201,72;201,72
108082;BLUSA EST WIND ESTAMPA 16;201,72;201,72
108081;BLUSA EST WIND ESTAMPA 14;201,72;201,72
108080;VESTIDO EST SERENA ESTAMPA 16+;286,28;286,28
108079;VESTIDO EST SERENA ESTAMPA 16;286,28;286,28
108078;VESTIDO EST SERENA ESTAMPA 14;286,28;286,28
108077;BLUSA LISTRAS TRANSPARENCIA PRETO G;298,13;298,13
108076;BLUSA FRENTE TORCIDA EST ORVALHO ESTAMPA PP;281,36;281,36
108075;BLUSA FRENTE TORCIDA EST ORVALHO ESTAMPA P;281,36;281,36
108074;BLUSA FRENTE TORCIDA EST ORVALHO ESTAMPA M;281,36;281,36
108073;VESTIDO TRANSPASSE EST ORVALHO ESTAMPA P;377,38;377,38
108072;VESTIDO TRANSPASSE EST ORVALHO ESTAMPA M;377,38;377,38
108071;VESTIDO TRANSPASSE EST ORVALHO ESTAMPA G;377,4;377,4
108070;GRAVATA;21,9;21,9
108069;CARTELA REF:81362714008;9,9;9,9
108068;CARTELA REF:81362712604;9,9;9,9
108067;TIARA REF:70000934078;5,9;5,9
108066;FIVELA REF:80008589444;28,9;28,9
108065;BOLSA;99,9;99,9
108064;BOLSA REF:60000561705;71,9;71,9
108063;BOLSA REF:30000560216;19,9;19,9
108062;BOLSA REF:70000560208;66,9;66,9
108061;BOLSA REF:30005091096;71,9;71,9
108060;LINHA BABY / FLY ROSA SORVETE PAOLA 16/19;114,2;114,2
108059;LINHA BALILA / VERNIZ SHOW TITA 18/23;121,79;121,79
108058;LINHA BALILA / VERNIZ SHOW PRETO 19/23;121,79;121,79
108057;SANDALIA BALILA / VERNIZ SHOW BRANCO 18/23;121,79;121,79
108056;SANDALIA BALILA / FLY ROSA SORVETE PAOLA 18/23;121,79;121,79
108055;SANDALIA BALILA / VERNIZ SHOW VERMELHO 18/23;121,79;121,79
108054;SANDALIA BALILA / MARINHO 18/23;39,9;39,9
108053;SANDALIA BALILA / FLY BRANCO 18/23;118,73;118,73
108052;SANDALIA BALILA FECHADA / NOBUCK CASTOR 18/23;117,15;117,15
108051;BONE FA17646 LM 592999 PINK.;68,9;68,9
108050;BONE FA17646 LM 592999 PRETO.;68,9;68,9
108049;BONE FA18365 BRM 592999 BRANCO.;9,9;9,9
108048;BONE FA18425 LM 592999 BRANCO.;9,9;9,9
108047;MOCHILA UC LM0007-1 793999 ROSA.;91;91
108046;BOLSA RIK9436 867499 PRETO.;169;169
108045;BOLSA EDI LM0274 1396999 BEGE.;157;157
108044;BOLSA PE LQ18205 994999 ROSA.;113;113
108043;BOLSA PE LQ18205 994999 BRANCO.;113;113
108042;NECESSARIE CNG LQ011 793999 ROSA.;91;91
108041;NECESSARIE CNG LQ011 793999 PINK.;91;91
108040;BOLSA PE LQ18204 793999 ROSA.;91;91
108039;BOLSA TECA LM1804 793999 ROSE.;91;91
108038;BOLSA TECA LM1804 793999 PINK.;91;91
108037;BOLSA TECA BRM1806 453999 DOURADO.;91;91
108036;BOLSA TECA BRM1806 453999 PINK.;91;91
108035;BOLSA DER LQ006 793999 ROSA.;91;91
108034;BOLSA DER LQ006 793999 BEGE.;91;91
108033;BOLSA CEL TER BRM380 793999 ROSA.;91;91
108032;BOLSA CEL TER BRM380 793999 BEGE.;91;91
108031;NECESSERIE CNG LQ002 492499 ROSA.;54,9;54,9
108030;MOCHILA AQ LM79 PQ 1597999 ROSA.;178;178
108029;MOCHILA CIN BRM187 917999 ROSA.;178;178
108028;MOCHILA CL BRM2002 1396999 PINK.;157;157
108027;MOCHILA CL BRM2002 1396999 AZUL.;157;157
108026;MOCHILA FUS CBDY-4250 453999 VERMELHO.;68,9;68,9
108025;MOCHILA FUS CBDY-4251 453999 ROXO.;68,9;68,9
108024;MOCHILA FUS CBDY-4252 453999 COLORIDO.;68,9;68,9
108023;BOLSA SEM GIO 5805 453999 VERMELHO.;91;91
108022;BOLSA SEM GIO 5805 453999 PRETO.;91;91
108021;SAPATILHA ANJOS JOY II COURO/VERNIZ VERNIZ;127,38;127,38
108020;SAPATILHA ANJOS JOY II COURO/VERNIZ VERNIZ;127,38;127,38
108019;TIC TAC 0690248;18,9;18,9
108018;BOTA FEMININA / NUDE;79,9;79,9
108017;SAPATILHA / OURO;104,18;104,18
108016;SAPATILHA / VERMELHO;39,9;39,9
108015;TENIS MASCULINO / MARINHO/CAFE;104,18;104,18
108014;TENIS MASCULINO CAIXA / MARINHO/AREIA;106,5;106,5
108013;TENIS FEMININO / PRETO;129,67;129,67
108012;SAPATILHA / BLUSH;19,9;19,9
108011;SAPATILHA / OURO;115,77;115,77
108010;TENIS MASCULINO / CAFE;115,77;115,77
108009;JOGGING MASCULINO / MARINHO/GRAFITE;29,9;29,9
108008;JOGGING FEMININO / OURO;39,9;39,9
108007;TENIS MASCULINO / MARINHO/CAFE;113,45;113,45
108006;BOTA FEMININA / BLUSH;115,77;115,77
108005;SAPATILHA / VERMELHO;90,27;90,27
108004;SAPATILHA / PRETO;90,27;90,27
108003;SAPATILHA / BRANCO;29,9;29,9
108002;TENIS MASCULINO / MARINHO/CAFE;104,18;104,18
108001;SANDALIA MASCULINA / AREIA;29,9;29,9
108000;SANDALIA FEMININA / BRONZE;29,9;29,9
107999;SAPATILHA / VERMELHO;19,9;19,9
107998;TENIS 33 CK00020003 CHUCK TAYLOR ALL STAR MARINHO;106,62;106,62
107997;TENIS CK00020002 CHUCK TAYLOR ALL STAR PRETO/CRU/P;102,66;102,66
107996;TENIS CK00010001 CHUCK TAYLOR ALL STAR BRANCO/BRAN;159,9;159,9
107995;TENIS  CHUCK TAYLOR ALL STAR VERMELHO/CR;169,9;169,9
107994;TENIS CK00010003 CHUCK TAYLOR ALL STAR MARINHO/CRU;96;96
107993;TENIS CK00010002 CHUCK TAYLOR ALL STAR PRETO/CRU/P;92,5;92,5
107992;BOTA PAMPILI 308 FOFURA PRETO SINT;175,56;175,56
107991;(1894316) BLUSA WANT TO BE ML;93,96;93,96
107990;(1884414) VESTIDO JUST YOU;196,92;196,92
107989;(1883914) VESTIDO MY FEED;188,16;188,16
107988;(1871314) CARDIGAN GLAM;153,11;153,11
107987;(1871014) CARDIGAN LONG;118,06;118,06
107986;(1870014) JAQUETA SWEET;218,83;218,83
107985;(1861214) BLUSA SELFIE;142,16;142,16
107984;(1851012) CALCA ADVENTURE JEANS;231,97;231,97
107983;(1891814) BLUSA LOOKLULU ML;87,39;87,39
107982;(1891014) BLUSA URBAN GIRL ML;113,69;113,69
107981;(1890918) BLUSA FASHIONIST ML;107,11;107,11
107980;(1883414) VESTIDO GRL PWR MC;188,16;188,16
107979;(1882416) VESTIDO GIRL GANG;175,02;175,02
107978;(1880514) VESTIDO MY BLOG MC;188,16;188,16
107977;(1873614) MOLETOM GIRL GANG;142,16;142,16
107976;(1873414) MOLETOM POSITIVITY;146,54;146,54
107975;(1871514) SWEATER STARS;122,44;122,44
107974;(1871412) CARDIGAN STREET GIRL;159,68;159,68
107973;(1871216) CARDIGAN FASHION;126,82;126,82
107972;(1870614) JAQUETA GRAY JEANS;192,54;192,54
107971;(1870520) BLAZER CONFORT;161,86;161,86
107970;(1867112) BLUSA MY STYLE MC;56,72;56,72
107969;(1866916) BLUSA TEASER MC;61,1;61,1
107968;(1863412) BLUSA MERMAID MC;80,83;80,83
107967;(1861418) BLUSA FASHION JEANS;120,25;120,25
107966;(1860514) BLUSA IGIRL;93,96;93,96
107965;CALCA FLASH CINZA CHUMBO M.;204;204
107964;CALCA FLASH CINZA CHUMBO P.;204;204
107963;KIMONO MONACO 5-VALENTINA M.;243;243
107962;BLUSA ISA OFF WHITE M.;67,6;67,6
107961;BLUSA CROPPED CONSTANCIA AZUL M.;181;181
107960;VESTIDO VALENTINA-REGINA VERDE/CARBONO CARBONO G.;273;273
107959;VESTIDO VALENTINA-REGINA VERDE/CARBONO CARBONO M.;273;273
107958;VESTIDO VALDA 2-CATERINE VERDE/VINHO ROXO VIOLETA ;296;296
107957;VESTIDO VALDA 2-CATERINE VERDE/VINHO ROXO VIOLETA ;296;296
107956;VESTIDO BRIGITE 2-LAILA CIANO M.;273;273
107955;VESTIDO BRIGITE 2-LAILA CIANO P.;273;273
107954;SHORT COLOR GIRL 2124 JE RASG FORRO RENDA JEANS 04;92,24;92,24
107953;MACACAO LONGO KEKO 2096 MM LIST BORD HELLO MESCLA/;96,61;96,61
107952;MACACAO LONGO KEKO 2096 MM LIST BORD HELLO MESCLA/;96,62;96,62
107951;MACACAO LONGO DIN DON 11749 PL TEC CAN BORD URS PR;129,86;129,86
107950;MACACAO LONGO DIN DON 11749 PL TEC CAN BORD URS PR;129,86;129,86
107949;MACACAO LONGO BEKA 383 MM LIST BORD URSO MESCLA P;80,14;80,14
107948;MACACAO LONGO BEKA 383 MM LIST BORD URSO MESCLA M;80,14;80,14
107947;MACACAO LONGO BEKA 382 MM LIST BORD CARRO DOG VERD;77,02;77,02
107946;MACACAO LONGO BEKA 382 MM LIST BORD CARRO DOG VERD;77,02;77,02
107945;KIT CASTELO LUVA/SAP/TOUCA LA C/3;48,04;48,04
107944;JARDINEIRA GKS 1815 JE LYC BIG LIXADO JEANS 3;98,85;98,85
107943;JARDINEIRA GKS 1815 JE LYC BIG LIXADO JEANS 2;98,85;98,85
107942;JARDINEIRA GK 025 JE LGA PUIDOS JEANS 3;103,46;103,46
107941;JARDINEIRA GK 025 JE LGA PUIDOS JEANS 2;103,46;103,46
107940;JARDINEIRA GK 025 JE LGA PUIDOS JEANS 1;103,46;103,46
107939;JAQUETA COLOR MINI 2377 JE RASG GOLA PELO JEANS 1;103,25;103,25
107938;CONJUNTO COLOR MINI 22326 CAL BL MOL UNICORNIO OFF;109,86;109,86
107937;CJ BABY GIJO 2891 ML SUED BABADOR DOG BEGE/MARROM ;73,98;73,98
107936;CJ BABY GIJO 2890 ML SUED BABADOR ZEBRA BEGE/MESCL;73,98;73,98
107935;CJ BABY GIJO 2888 ML SUED LIST BAB LEAO BEGE/LIST ;73,98;73,98
107934;CJ BABY GIJO 2888 ML SUED LIST BAB LEAO BEGE/LIST ;73,98;73,98
107933;CJ BABY GIJO 2887 ML SUED BAB HIPOPOTAMO BEGE/AZUL;73,98;73,98
107932;CJ BABY GIJO 2884 ML SUE BAB UNICORNIO ROSA BEBE/V;73,98;73,98
107931;CJ BABY GIJO 2884 ML SUE BAB UNICORNIO ROSA BEBE/V;73,98;73,98
107930;CJ BABY GIJO 2883ML SUE TEC LIST BAB GIR BEGE/LIST;73,98;73,98
107929;CJ BABY GIJO 2883ML SUE TEC LIST BAB GIR BEGE/LIST;73,98;73,98
107928;CJ BABY GIJO 2881 ML SUE PL APLIC PRINC GOR ROSA/B;77,02;77,02
107927;CJ BABY GIJO 2881 ML SUE PL APLIC PRINC GOR ROSA/B;77,02;77,02
107926;CJ BABY GIJO 2878 ML SUE PL APLIC PINGUIM BCO/LIST;77,02;77,02
107925;CJ BABY GIJO 2878 ML SUE PL APLIC PINGUIM BCO/LIST;77,02;77,02
107924;CJ BABY GIJO 2872ML SUE PL APLIC INDIO G MARINHO/A;77,02;77,02
107923;CJ BABY GIJO 2872ML SUE PL APLIC INDIO G MARINHO/A;77,02;77,02
107922;CJ BABY GIJO 2870ML SUE PL APLIC PRINC GORR BEGE/A;77,02;77,02
107921;CJ BABY GIJO 2870ML SUE PL APLIC PRINC GOR BRANCO/;77,02;77,02
107920;CASACO DIN DON 1805 MNO RET CAPUZ BORD COELHO BEGE;101,05;101,05
107919;CALCA DIN DON 2402 MNO JE TP MALHA BORD COS MO JEA;76,83;76,83
107918;CALCA DIN DON 2402 MNO JE TP MALHA BORD COS MO JEA;76,83;76,83
107917;CALCA DIN DON 2402 MNO JE TP MALHA BORD COS MO JEA;76,83;76,83
107916;CALCA BABY GIJO 2358 JE LYC MNO MOL USED JEANS P;76,18;76,18
107915;CALCA BABY GIJO 2358 JE LYC MNO MOL USED JEANS M;76,18;76,18
107914;CALCA BABY GIJO 2358 JE LYC MNO MOL USED JEANS G;76,18;76,18
107913;CALCA AKIYOSHI 70082 JE LY MNO PUIDOS CINTO JEANS ;82,55;82,55
107912;CALCA AKIYOSHI 70082 JE LY MNO PUIDOS CINTO JEANS ;83,23;83,23
107911;CALCA AKIYOSHI 70079 JE MNO BIG 3D USED JEANS G;71,11;71,11
107910;CALCA AKIYOSHI 60063 JE LY MNA RASG SEM BARRA JEAN;103,25;103,25
107909;CALCA AKIYOSHI 60063 JE LY MNA RASG SEM BARRA JEAN;103,25;103,25
107908;CALCA AKIYOSHI 60057 JE LY MNA PUIDOS CINTO JEANS ;90,04;90,04
107907;CALCA AKIYOSHI 60057 JE LY MNA PUIDOS CINTO JEANS ;90,04;90,04
107906;CALCA AKIYOSHI 60051 JE LY MNA SKINNY SLK DREA JEA;84,99;84,99
107905;CALCA AKIYOSHI 60051 JE LY MNA SKINNY SLK DREA JEA;84,99;84,99
107904;VESTIDO NELU REN TUL APLI PEROLAS ROSE 3;100,75;100,75
107903;VESTIDO NELU REN TUL APLI PEROLAS ROSE 2;100,75;100,75
107902;VESTIDO NELU REN TUL APLI PEROLAS ROSE 1;100,75;100,75
107901;VESTIDO NELU CAV/ABA 2258 PAL E SA REND DEC PER VE;105,82;105,82
107900;VESTIDO NELU CAV/ABA 2258 PAL E SA REND DEC PER VE;105,82;105,82
107899;VESTIDO NELU CAV/ABA 2258 PAL E SA REND DEC PER VE;105,82;105,82
107898;VESTIDO NELU BOLA VERM PRETO PALA TRANSP VERMELHO/;91,15;91,15
107897;VESTIDO NELU BOLA VERM PRETO PALA TRANSP VERMELHO/;91,15;91,15
107896;VESTIDO NELU BOLA VERM PRETO PALA TRANSP VERMELHO/;39,9;39,9
107895;SHORT VIA ONIX 0998 JE LY BARRA VIRADA COM REG JEA;83,44;83,44
107894;SHORT VIA ONIX 0998 JE LY BARRA VIRADA COM REG JEA;83,44;83,44
107893;SHORT SAIA FROMMER 1637 JE LY RASG LAT USED JEANS ;98,85;98,85
107892;SHORT SAIA FROMMER 1637 JE LY RASG LAT USED JEANS ;98,85;98,85
107891;SHORT SAIA FROMMER 1637 JE LY RASG LAT USED JEANS ;98,85;98,85
107890;SHORT SAIA FROMMER 1637 JE LY RASG LAT USED JEANS ;98,85;98,85
107889;SHORT PLAY 2579 JE LY AMAS BARRA DESFIAD JEANS 16;88,05;88,05
107888;SHORT PLAY 2579 JE LY AMAS BARRA DESFIAD JEANS 14;88,05;88,05
107887;SHORT PLAY 2579 JE LY AMAS BARRA DESFIAD JEANS 12;88,05;88,05
107886;SHORT PLAY 2579 JE LY AMAS BARRA DESFIAD JEANS 10;88,05;88,05
107885;SHORT GAROTA LUA 2529 JE LY BARRA DESF CINTO JEANS;105,45;105,45
107884;SHORT GAROTA LUA 2529 JE LY BARRA DESF CINTO JEANS;105,45;105,45
107883;SHORT GAROTA LUA 2529 JE LY BARRA DESF CINTO JEANS;105,45;105,45
107882;SHORT GAROTA LUA 2529 JE LY BARRA DESF CINTO JEANS;105,45;105,45
107881;SHORT FROMMER 1917 JE LY MNA BARR DESF DET X JEANS;92,24;92,24
107880;SHORT FROMMER 1917 JE LY MNA BARR DESF DET X JEANS;92,24;92,24
107879;SHORT FROMMER 1917 JE LY MNA BARR DESF DET X JEANS;92,24;92,24
107878;SHORT COLOR MINI 2389A DET RENDA BOLSO FRENTE JEAN;80,35;80,35
107877;SHORT COLOR MINI 2389A DET RENDA BOLSO FRENTE JEAN;80,35;80,35
107876;SHORT COLOR MINI 2376 JE BARRA DESF BOLS MOEDA JEA;79,03;79,03
107875;SHORT COLOR MINI 2376 JE BARRA DESF BOLS MOEDA JEA;79,03;79,03
107874;SHORT COLOR MINI 2376 JE BARRA DESF BOLS MOEDA JEA;79,03;79,03
107873;SHORT COLOR GIRL 2429 JE DELAV RASG BARRA DESF JEA;78,38;78,38
107872;SHORT COLOR GIRL 2429 JE DELAV RASG BARRA DESF JEA;78,38;78,38
107871;SHORT COLOR GIRL 2429 JE DELAV RASG BARRA DESF JEA;78,38;78,38
107870;SHORT COLOR GIRL 2394 SJ COLOR RASG BARRA DESF OFF;81,02;81,02
107869;SHORT COLOR GIRL 2394 SJ COLOR RASG BARRA DESF OFF;81,02;81,02
107868;SHORT COLOR GIRL 2394 SJ COLOR RASG BARRA DESF OFF;81,02;81,02
107867;SHORT COLOR GIRL 2390 JE BIG RASG FRENTE JEANS 08;85,64;85,64
107866;SHORT COLOR GIRL 2390 JE BIG RASG FRENTE JEANS 06;85,64;85,64
107865;SHORT COLOR GIRL 2390 JE BIG RASG FRENTE JEANS 04;85,64;85,64
107864;SHORT COLOR GIRL 2244 JE RENDA PEROLAS STRASS JEAN;96;96
107863;SHORT COLOR GIRL 2244 JE RENDA PEROLAS STRASS JEAN;96;96
107862;SHORT COLOR GIRL 2244 JE RENDA PEROLAS STRASS JEAN;96;96
107861;SHORT COLOR GIRL 2237 JE RASG E DESF BARRA JEANS 0;85,64;85,64
107860;SHORT COLOR GIRL 2237 JE RASG E DESF BARRA JEANS 0;39,9;39,9
107859;SHORT COLOR GIRL 2237 JE RASG E DESF BARRA JEANS 0;85,64;85,64
107858;SHORT BABY GIJO 2319 DETALHE LACO NA BARRA JEANS M;70,22;70,22
107857;SHORT BABY GIJO 2319 DETALHE LACO NA BARRA JEANS G;70,22;70,22
107856;SHORT AKIYOSHI 15079 JE SKY RASGADOS FX JEANS 16;100,4;100,4
107855;SHORT AKIYOSHI 15079 JE SKY RASGADOS FX JEANS 12;100,4;100,4
107854;SHORT AKIYOSHI 15079 JE SKY RASGADOS FX JEANS 10;100,4;100,4
107853;NANINHA INCONFRAL BAMBI TRAD 413C PELUCIA 32X32 RO;35,21;35,21
107852;NANINHA INCONFRAL BAMBI TRAD 390C PELUCIA 32X32 AM;35,21;35,21
107851;JARDINEIRA COLOR MINI 2286 JE CTA BORD PEROLA RASG;96;96
107850;JARDINEIRA COLOR MINI 2286 JE CTA BORD PEROLA RASG;96;96
107849;JAQUETA PAMI 2347 JE RASG APLIC PEROLAS JEANS 16;120,87;120,87
107848;JAQUETA PAMI 2347 JE RASG APLIC PEROLAS JEANS 14;120,87;120,87
107847;JAQUETA PAMI 2347 JE RASG APLIC PEROLAS JEANS 12;120,87;120,87
107846;JAQUETA PAMI 2347 JE RASG APLIC PEROLAS JEANS 10;120,87;120,87
107845;JAQUETA COLOR MINI 2377 JE RASG GOLA PELO JEANS 3;103,25;103,25
107844;JAQUETA COLOR MINI 2377 JE RASG GOLA PELO JEANS 2;103,25;103,25
107843;CUECA MASH COTTON COLCCI BOXER PRETO P;48,42;48,42
107842;CUECA MASH COTTON COLCCI BOXER CINZA M;48,42;48,42
107841;CUECA MASH BOXER SEM COSTURA DIF ELAST PERS PRETO ;36,22;36,22
107840;CUECA MASH BOXER MODAL EL LIST COLCCI PRETO P;52,82;52,82
107839;CUECA MASH BOXER MODAL EL LIST COLCCI PRETO M;52,82;52,82
107838;CUECA MASH BOXER MODAL EL LIST COLCCI BRANCO P;52,82;52,82
107837;CUECA MASH BOXER COTTON COLCCI BRANCO M;52,82;52,82
107836;CONJUNTO GIJO KIDS 916 3PC CAL SJ CM ML MC JEANS/V;182,72;182,72
107835;CONJUNTO GIJO KIDS 916 3PC CAL SJ CM ML MC JEANS/V;182,72;182,72
107834;CONJUNTO GIJO KIDS 916 3PC CAL SJ CM ML MC JEANS/V;182,72;182,72
107833;CONJUNTO GIJO KIDS 910 3PC CAL SJ CAM ML RISC VINH;182,72;182,72
107832;CONJUNTO GIJO KIDS 910 3PC CAL SJ CAM ML RISC VINH;182,72;182,72
107831;CONJUNTO GIJO KIDS 910 3PC CAL SJ CAM ML RISC VINH;182,72;182,72
107830;CONJUNTO GIJO KIDS 910 3PC CAL SJ CAM ML RISC AREI;182,72;182,72
107829;CONJUNTO GIJO KIDS 910 3PC CAL SJ CAM ML RISC AREI;182,72;182,72
107828;CONJUNTO DIN DON 906 3PC CAL SJ CAM ML JE JEANS/AR;175,91;175,91
107827;CONJUNTO DIN DON 906 3PC CAL SJ CAM ML JE JEANS/AR;175,91;175,91
107826;CONJUNTO DIN DON 906 3PC CAL SJ CAM ML JE JEANS/AR;175,91;175,91
107825;CONJUNTO DIN DON 905 3PC CAL SJ CM ML JE MC SI VIN;175,91;175,91
107824;CONJUNTO DIN DON 905 3PC CAL SJ CM ML JE MC SI VIN;175,91;175,91
107823;CONJUNTO DIN DON 905 3PC CAL SJ CM ML JE MC JEANS/;175,91;175,91
107822;CONJUNTO DIN DON 904 3PC CAL JE CM ML MC AVI JEANS;49,9;49,9
107821;CONJUNTO DIN DON 904 3PC CAL JE CM ML MC AVI JEANS;175,91;175,91
107820;CONJUNTO DIN DON 904 3PC CAL JE CM ML MC AVI JEANS;175,91;175,91
107819;CONJUNTO DESTAQUE 568 3PCS CA ML COL LTA BOL C BRA;127,47;127,47
107818;CONJUNTO DESTAQUE 568 3PCS CA ML COL LTA BOL C BRA;39,9;39,9
107817;CONJUNTO DESTAQUE 568 3PCS CA ML COL LTA BOL C BRA;127,47;127,47
107816;CONJUNTO COLOR MINI 22326 CAL BL MOL UNICORNIO OFF;109,86;109,86
107815;CONJUNTO COLOR MINI 22326 CAL BL MOL UNICORNI ROSA;109,86;109,86
107814;CONJUNTO COLOR MINI 22326 CAL BL MOL UNICORNI ROSA;9,9;9,9
107813;CONJUNTO COLOR MINI 22326 CAL BL MOL UNICORNI ROSA;109,86;109,86
107812;CONJUNTO CM 17017 LEG POL CAS PELO ORELIN OFF WHIT;153,89;153,89
107811;CONJUNTO CM 17017 LEG POL CAS PELO ORELIN OFF WHIT;153,89;153,89
107810;CONJUNTO CM 17017 LEG POL CAS PELO ORELIN OFF WHIT;153,89;153,89
107809;CJ BEST CLUB 35720025 SUE BODY ML 2PC URS MARINHO/;74,63;74,63
107808;CJ BEST CLUB 35720025 SUE BODY ML 2PC URS MARINHO/;74,63;74,63
107807;CJ BEST CLUB 35720025 SUE BODY ML 2PC UR MARINHO/L;74,63;74,63
107806;CAMISETA DIN DON ML 7777 BORD URSINHO POMP VERMELH;39,4;39,4
107805;CAMISETA DIN DON ML 7777 BORD URSINHO POMP VERMELH;39,4;39,4
107804;CAMISA DIN DON 707 BODY ML BOLS EMB GRAV BORB AZUL;87,84;87,84
107803;CAMISA DIN DON 707 BODY ML BOLS EMB GRAV BORB AZUL;87,84;87,84
107802;CAMISA DIN DON 706 ML EST DET MALHA BOLSO AZUL P;83,44;83,44
107801;CAMISA DIN DON 706 ML EST DET MALHA BOLSO AZUL M;83,44;83,44
107800;CAMISA DIN DON 706 ML EST DET MALHA BOLSO AZUL G;83,44;83,44
107799;CAMISA CLUBE DOCE 2899 JE LY ML MNO TOUC DET EL JE;101,26;101,26
107798;CAMISA CLUBE DOCE 2899 JE LY ML MNO TOUC DET EL JE;101,26;101,26
107797;CAMISA CLUBE DOCE 2899 JE LY ML MNO TOUC DET EL JE;19,9;19,9
107796;CAMISA BONETTINHOS 6303 TEC JEANS ML 2PCS JEANS CL;61,42;61,42
107795;CAMISA BONETTINHOS 6303 TEC JEANS ML 2PCS JEANS CL;61,42;61,42
107794;CAMISA BONETTINHOS 6303 TEC JEANS ML 2PCS JEANS CL;61,42;61,42
107793;CALCA PAMI 2229 JE LY FLAIRE BARRA DESFIADA JEANS ;118,01;118,01
107792;CALCA PAMI 2229 JE LY FLAIRE BARRA DESFIADA JEANS ;118,01;118,01
107791;CALCA PAMI 2229 JE LY FLAIRE BARRA DESFIADA JEANS ;118,01;118,01
107790;CALCA PAMI 2226 JE LY RASG JOELHO FRANJA BARRA JEA;112,06;112,06
107789;CALCA PAMI 2226 JE LY RASG JOELHO FRANJA BARRA JEA;112,06;112,06
107788;CALCA PAMI 2226 JE LY RASG JOELHO FRANJA BARRA JEA;112,06;112,06
107787;CALCA PAMI 2226 JE LY RASG JOELHO FRANJA BARRA JEA;112,06;112,06
107786;CALCA MACKVANNY 2032160 JE LY MNO DELAVE BASIC JEA;89,16;89,16
107785;CALCA MACKVANNY 2032160 JE LY MNO DELAVE BASIC JEA;89,16;89,16
107784;CALCA MACKVANNY 2032160 JE LY MNO DELAVE BASIC JEA;89,16;89,16
107783;CALCA MACKVANNY 2032157 JE MOL MNO DELAVE PUID JEA;72,64;72,64
107782;CALCA MACKVANNY 2032149 JE MOL MNO PUIDOS JEANS 08;112,82;112,82
107781;CALCA MACKVANNY 2032149 JE MOL MNO PUIDOS JEANS 06;110,97;110,97
107780;CALCA MACKVANNY 2032149 JE MOL MNO PUIDOS JEANS 04;110,97;110,97
107779;CALCA MACKVANNY 2032135 JE LY MNO AZ ESC SKINN JEA;29,9;29,9
107778;CALCA MACKVANNY 2032135 JE LY MNO AZ ESC SKINN JEA;96,65;96,65
